angle_fingers_lr:discrete,fingers:discrete,fingers_avg_angle:discrete,lm_fing_tip_rel_pos_y:discrete,lm_fing_tip_rel_pos_z:discrete,rm_fing_tip_rel_pos_z:discrete,cls:nominal:class
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,28,28,move3
0,20,0,9,27,27,move3
0,20,0,9,28,28,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,10,27,27,move3
0,20,0,11,27,27,move3
0,20,0,11,27,27,move3
0,20,0,11,27,27,move3
0,20,0,11,27,27,move3
0,20,0,11,27,27,move3
0,20,0,11,26,26,move3
0,20,0,11,26,26,move3
0,20,0,11,26,26,move3
0,20,0,11,26,26,move3
0,20,0,11,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,26,26,move3
0,20,0,12,27,27,move3
0,20,0,12,27,27,move3
0,20,0,12,27,27,move3
0,20,0,12,28,28,move3
0,20,0,12,28,28,move3
0,20,0,12,28,28,move3
0,20,0,12,28,28,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,13,29,29,move3
0,20,0,13,29,29,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,30,30,move3
0,20,0,13,29,29,move3
0,20,0,13,29,29,move3
0,20,0,13,29,29,move3
0,20,0,13,29,29,move3
0,20,0,13,29,29,move3
0,20,0,13,29,29,move3
0,20,0,13,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,28,28,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,12,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,30,30,move3
0,20,0,10,30,30,move3
0,20,0,10,30,30,move3
0,20,0,10,30,30,move3
0,20,0,10,30,30,move3
0,20,0,10,30,30,move3
0,20,0,10,30,30,move3
0,20,0,9,30,30,move3
0,20,0,9,30,30,move3
0,20,0,9,30,30,move3
0,20,0,9,30,30,move3
0,20,0,9,30,30,move3
0,20,0,9,30,30,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,8,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,30,30,move3
0,20,0,11,30,30,move3
0,20,0,12,30,30,move3
0,20,0,12,30,30,move3
0,20,0,12,30,30,move3
0,20,0,12,30,30,move3
0,20,0,12,30,30,move3
0,20,0,12,30,30,move3
0,20,0,12,30,30,move3
0,20,0,12,30,30,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,0,0,45,18,18,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,31,31,move3
0,20,0,11,30,30,move3
0,20,0,11,30,30,move3
0,20,0,11,30,30,move3
0,20,0,11,30,30,move3
0,20,0,11,30,30,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,11,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,29,29,move3
0,20,0,10,28,28,move3
0,20,0,10,28,28,move3
0,20,0,10,28,28,move3
0,20,0,10,28,28,move3
0,20,0,10,28,28,move3
0,20,0,10,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,29,29,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,28,28,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,27,27,move3
0,20,0,9,26,26,move3
0,20,0,9,26,26,move3
0,20,0,9,26,26,move3
0,20,0,9,26,26,move3
0,20,0,9,25,25,move3
0,0,0,42,21,21,move3
0,20,0,10,24,24,move3
0,0,0,42,21,21,move3
0,0,0,42,22,22,move3
0,20,0,10,23,23,move3
0,20,0,10,23,23,move3
0,0,0,42,22,22,move3
0,0,0,42,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,0,0,42,22,22,move3
0,20,0,11,21,21,move3
0,20,0,11,21,21,move3
0,20,0,11,21,21,move3
0,20,0,11,21,21,move3
0,20,0,12,21,21,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,12,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,11,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,10,22,22,move3
0,20,0,9,22,22,move3
0,20,0,9,22,22,move3
0,20,0,9,22,22,move3
0,20,0,9,22,22,move3
0,20,0,9,22,22,move3
0,20,0,9,22,22,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,21,21,move3
0,20,0,10,20,20,move3
0,20,0,10,20,20,move3
0,20,0,10,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,0,0,44,23,23,move3
0,20,0,11,20,20,move3
0,0,0,44,23,23,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,19,19,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,20,20,move3
0,20,0,11,21,21,move3
0,20,0,12,21,21,move3
14,40,14,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
16,40,16,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,35,35,move4
15,40,15,10,35,35,move4
15,40,15,10,35,35,move4
14,40,14,10,35,35,move4
14,40,14,10,35,35,move4
14,40,14,10,35,35,move4
14,40,14,10,35,35,move4
14,40,14,10,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,34,34,move4
14,40,14,11,34,34,move4
14,40,14,11,34,34,move4
14,40,14,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
15,40,15,10,34,34,move4
0,20,0,9,42,42,move4
0,20,0,9,42,42,move4
15,40,15,9,34,34,move4
15,40,15,9,34,34,move4
15,40,15,9,34,34,move4
15,40,15,9,34,34,move4
15,40,15,9,34,34,move4
15,40,15,9,34,34,move4
14,40,14,9,34,34,move4
14,40,14,9,34,34,move4
14,40,14,9,34,34,move4
14,40,14,9,34,34,move4
14,40,14,10,34,34,move4
14,40,14,10,34,34,move4
13,40,13,10,34,34,move4
13,40,13,10,34,34,move4
13,40,13,10,34,34,move4
13,40,13,10,34,34,move4
13,40,13,10,34,34,move4
13,40,13,10,34,34,move4
13,40,13,10,34,34,move4
13,40,13,10,34,34,move4
12,40,12,10,34,34,move4
12,40,12,10,34,34,move4
12,40,12,11,34,34,move4
12,40,12,11,34,34,move4
12,40,12,11,35,35,move4
12,40,12,11,35,35,move4
12,40,12,11,35,35,move4
0,20,0,9,41,41,move4
12,40,12,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,35,35,move4
11,40,11,12,34,34,move4
11,40,11,12,34,34,move4
11,40,11,12,34,34,move4
11,40,11,12,34,34,move4
11,40,11,12,34,34,move4
11,40,11,12,34,34,move4
11,40,11,12,33,33,move4
11,40,11,12,33,33,move4
11,40,11,12,33,33,move4
11,40,11,11,33,33,move4
11,40,11,11,33,33,move4
11,40,11,11,33,33,move4
11,40,11,11,33,33,move4
11,40,11,11,33,33,move4
11,40,11,11,33,33,move4
11,40,11,11,33,33,move4
11,40,11,10,33,33,move4
11,40,11,10,33,33,move4
11,40,11,10,33,33,move4
11,40,11,10,33,33,move4
11,40,11,10,33,33,move4
11,40,11,10,34,34,move4
12,40,12,10,34,34,move4
11,40,11,10,34,34,move4
12,40,12,10,34,34,move4
12,40,12,10,34,34,move4
12,40,12,10,35,35,move4
13,40,13,10,35,35,move4
13,40,13,10,35,35,move4
13,40,13,10,35,35,move4
13,40,13,10,35,35,move4
14,40,14,10,35,35,move4
14,40,14,9,35,35,move4
14,40,14,9,35,35,move4
14,40,14,9,36,36,move4
14,40,14,9,36,36,move4
14,40,14,9,36,36,move4
14,40,14,9,36,36,move4
14,40,14,9,36,36,move4
14,40,14,9,36,36,move4
14,40,14,9,36,36,move4
14,40,14,9,36,36,move4
14,40,14,9,35,35,move4
14,40,14,9,35,35,move4
14,40,14,9,35,35,move4
14,40,14,8,35,35,move4
14,40,14,8,34,34,move4
14,40,14,8,34,34,move4
14,40,14,8,34,34,move4
14,40,14,8,34,34,move4
14,40,14,8,33,33,move4
14,40,14,8,33,33,move4
14,40,14,8,33,33,move4
14,40,14,8,32,32,move4
13,40,13,8,32,32,move4
13,40,13,8,32,32,move4
13,40,13,8,32,32,move4
13,40,13,8,32,32,move4
12,40,12,8,32,32,move4
12,40,12,8,32,32,move4
11,40,11,8,32,32,move4
11,40,11,8,32,32,move4
10,40,10,8,32,32,move4
10,40,10,8,32,32,move4
9,40,9,8,31,31,move4
9,40,9,8,31,31,move4
8,40,8,8,31,31,move4
7,40,7,8,31,31,move4
7,40,7,8,31,31,move4
6,40,6,8,32,32,move4
6,40,6,8,32,32,move4
6,40,6,8,32,32,move4
6,40,6,9,32,32,move4
6,40,6,9,32,32,move4
6,40,6,9,32,32,move4
6,40,6,9,32,32,move4
6,40,6,9,32,32,move4
7,40,7,9,32,32,move4
7,40,7,9,31,31,move4
7,40,7,9,30,30,move4
7,40,7,9,30,30,move4
7,40,7,9,29,29,move4
7,40,7,8,28,28,move4
7,40,7,8,28,28,move4
7,40,7,8,27,27,move4
7,40,7,7,26,26,move4
7,40,7,7,26,26,move4
7,40,7,7,25,25,move4
7,40,7,7,25,25,move4
7,40,7,7,24,24,move4
7,40,7,7,24,24,move4
7,40,7,7,24,24,move4
7,40,7,7,24,24,move4
8,40,8,7,24,24,move4
8,40,8,7,24,24,move4
8,40,8,7,25,25,move4
8,40,8,7,25,25,move4
9,40,9,7,26,26,move4
9,40,9,7,26,26,move4
10,40,10,8,27,27,move4
11,40,11,8,28,28,move4
12,40,12,8,29,29,move4
13,40,13,9,31,31,move4
15,40,15,9,32,32,move4
17,40,17,10,33,33,move4
19,40,19,10,34,34,move4
20,40,20,11,35,35,move4
21,40,21,11,35,35,move4
21,40,21,11,36,36,move4
20,40,20,12,36,36,move4
20,40,20,12,36,36,move4
19,40,19,12,37,37,move4
18,40,18,13,37,37,move4
17,40,17,13,37,37,move4
16,40,16,13,37,37,move4
16,40,16,14,37,37,move4
15,40,15,14,37,37,move4
15,40,15,14,37,37,move4
15,40,15,14,37,37,move4
15,40,15,15,37,37,move4
15,40,15,15,37,37,move4
16,40,16,15,37,37,move4
16,40,16,15,37,37,move4
16,40,16,15,37,37,move4
17,40,17,15,37,37,move4
17,40,17,15,37,37,move4
17,40,17,15,37,37,move4
17,40,17,15,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
17,40,17,16,37,37,move4
16,40,16,16,37,37,move4
16,40,16,17,37,37,move4
16,40,16,17,37,37,move4
16,40,16,17,37,37,move4
16,40,16,17,36,36,move4
15,40,15,17,36,36,move4
15,40,15,16,36,36,move4
15,40,15,16,36,36,move4
15,40,15,16,36,36,move4
14,40,14,16,36,36,move4
14,40,14,16,36,36,move4
14,40,14,16,36,36,move4
13,40,13,16,35,35,move4
13,40,13,16,35,35,move4
13,40,13,15,35,35,move4
13,40,13,15,35,35,move4
13,40,13,15,35,35,move4
13,40,13,15,35,35,move4
13,40,13,15,35,35,move4
12,40,12,15,34,34,move4
12,40,12,15,34,34,move4
12,40,12,15,34,34,move4
13,40,13,15,34,34,move4
13,40,13,15,33,33,move4
13,40,13,14,33,33,move4
13,40,13,14,33,33,move4
12,40,12,14,33,33,move4
12,40,12,14,33,33,move4
12,40,12,14,33,33,move4
11,40,11,14,32,32,move4
11,40,11,14,32,32,move4
10,40,10,14,33,33,move4
11,40,11,14,32,32,move4
11,40,11,14,33,33,move4
10,40,10,14,33,33,move4
11,40,11,14,33,33,move4
10,40,10,14,33,33,move4
10,40,10,14,33,33,move4
10,40,10,14,33,33,move4
10,40,10,14,33,33,move4
10,40,10,14,33,33,move4
10,40,10,14,33,33,move4
10,40,10,13,33,33,move4
11,40,11,13,33,33,move4
11,40,11,13,33,33,move4
11,40,11,13,33,33,move4
11,40,11,13,33,33,move4
11,40,11,13,33,33,move4
12,40,12,13,33,33,move4
12,40,12,13,33,33,move4
12,40,12,13,33,33,move4
12,40,12,13,33,33,move4
13,40,13,13,34,34,move4
13,40,13,12,34,34,move4
13,40,13,12,34,34,move4
13,40,13,12,34,34,move4
13,40,13,12,34,34,move4
14,40,14,12,35,35,move4
14,40,14,12,35,35,move4
14,40,14,12,35,35,move4
14,40,14,12,35,35,move4
14,40,14,12,35,35,move4
14,40,14,12,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
14,40,14,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,11,35,35,move4
15,40,15,12,35,35,move4
15,40,15,12,35,35,move4
15,40,15,12,35,35,move4
15,40,15,12,35,35,move4
15,40,15,12,35,35,move4
15,40,15,12,35,35,move4
15,40,15,12,35,35,move4
15,40,15,13,35,35,move4
15,40,15,13,35,35,move4
15,40,15,13,35,35,move4
14,40,14,13,35,35,move4
14,40,14,13,35,35,move4
14,40,14,13,35,35,move4
15,40,15,14,35,35,move4
14,40,14,14,35,35,move4
14,40,14,14,35,35,move4
14,40,14,14,35,35,move4
14,40,14,14,35,35,move4
14,40,14,14,35,35,move4
14,40,14,15,35,35,move4
14,40,14,15,35,35,move4
14,40,14,15,35,35,move4
14,40,14,15,35,35,move4
14,40,14,15,35,35,move4
14,40,14,16,35,35,move4
13,40,13,16,35,35,move4
13,40,13,16,35,35,move4
13,40,13,16,35,35,move4
13,40,13,16,35,35,move4
13,40,13,16,35,35,move4
12,40,12,16,35,35,move4
12,40,12,16,35,35,move4
12,40,12,17,35,35,move4
12,40,12,17,35,35,move4
12,40,12,17,35,35,move4
11,40,11,17,35,35,move4
11,40,11,17,35,35,move4
11,40,11,17,35,35,move4
11,40,11,17,35,35,move4
11,40,11,17,35,35,move4
11,40,11,17,35,35,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
11,40,11,17,36,36,move4
12,40,12,17,36,36,move4
12,40,12,17,36,36,move4
12,40,12,16,36,36,move4
12,40,12,16,36,36,move4
13,40,13,16,36,36,move4
13,40,13,16,37,37,move4
13,40,13,16,37,37,move4
14,40,14,16,37,37,move4
14,40,14,15,37,37,move4
14,40,14,15,37,37,move4
15,40,15,15,37,37,move4
15,40,15,15,37,37,move4
15,40,15,15,37,37,move4
16,40,16,14,37,37,move4
16,40,16,14,37,37,move4
16,40,16,14,37,37,move4
16,40,16,14,37,37,move4
17,40,17,13,38,38,move4
17,40,17,13,38,38,move4
18,40,18,13,38,38,move4
18,40,18,12,38,38,move4
18,40,18,12,38,38,move4
19,40,19,12,38,38,move4
19,40,19,11,38,38,move4
20,40,20,11,38,38,move4
20,40,20,11,38,38,move4
21,40,21,10,38,38,move4
21,40,21,10,38,38,move4
22,40,22,10,38,38,move4
22,40,22,9,38,38,move4
0,20,0,12,43,43,move4
22,40,22,9,37,37,move4
22,40,22,8,37,37,move4
0,20,0,12,43,43,move4
0,20,0,11,43,43,move4
0,20,0,11,43,43,move4
0,20,0,11,43,43,move4
0,20,0,11,42,42,move4
18,40,18,6,37,37,move4
0,20,0,11,42,42,move4
18,40,18,6,36,36,move4
18,40,18,7,35,35,move4
0,20,0,7,35,35,move4
0,20,0,7,35,35,move4
0,20,0,7,34,34,move4
0,20,0,7,34,34,move4
0,0,0,32,22,22,move4
0,0,0,32,22,22,move4
0,20,0,7,34,34,move4
0,20,0,7,34,34,move4
0,0,0,32,22,22,move4
0,20,0,8,33,33,move4
0,20,0,8,33,33,move4
0,20,0,8,33,33,move4
0,20,0,8,33,33,move4
0,20,0,8,32,32,move4
0,20,0,8,32,32,move4
0,20,0,8,32,32,move4
0,20,0,8,32,32,move4
0,20,0,8,32,32,move4
0,20,0,8,32,32,move4
0,20,0,8,31,31,move4
0,20,0,8,32,32,move4
0,20,0,8,32,32,move4
0,0,0,34,20,20,move4
0,0,0,34,19,19,move4
0,20,0,8,32,32,move4
0,20,0,8,32,32,move4
0,20,0,8,33,33,move4
0,20,0,8,33,33,move4
0,20,0,9,34,34,move4
0,20,0,9,34,34,move4
0,20,0,9,35,35,move4
0,0,0,35,19,19,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,35,35,move4
0,20,0,9,34,34,move4
0,20,0,9,34,34,move4
0,20,0,9,34,34,move4
0,20,0,9,34,34,move4
0,20,0,9,34,34,move4
0,20,0,9,34,34,move4
17,40,17,9,34,34,move4
17,40,17,9,34,34,move4
17,40,17,9,34,34,move4
17,40,17,9,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,34,34,move4
17,40,17,10,33,33,move4
17,40,17,10,33,33,move4
16,40,16,10,33,33,move4
16,40,16,10,33,33,move4
16,40,16,10,32,32,move4
16,40,16,10,32,32,move4
16,40,16,10,32,32,move4
16,40,16,10,31,31,move4
16,40,16,10,31,31,move4
16,40,16,10,31,31,move4
16,40,16,10,31,31,move4
16,40,16,10,31,31,move4
16,40,16,10,31,31,move4
46,40,46,19,25,25,move5
46,40,46,19,25,25,move5
46,40,46,19,25,25,move5
46,40,46,19,25,25,move5
46,40,46,19,25,25,move5
46,40,46,19,25,25,move5
46,40,46,19,25,25,move5
46,40,46,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,19,25,25,move5
47,40,47,20,25,25,move5
47,40,47,20,25,25,move5
47,40,47,20,25,25,move5
47,40,47,20,25,25,move5
47,40,47,20,26,26,move5
47,40,47,20,26,26,move5
47,40,47,20,26,26,move5
47,40,47,20,27,27,move5
47,40,47,20,27,27,move5
47,40,47,20,27,27,move5
46,40,46,20,27,27,move5
46,40,46,20,28,28,move5
46,40,46,20,28,28,move5
46,40,46,20,28,28,move5
46,40,46,20,28,28,move5
46,40,46,20,28,28,move5
46,40,46,20,28,28,move5
46,40,46,20,29,29,move5
46,40,46,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
45,40,45,20,29,29,move5
